695833 | 03AQ02 Mar 23 02:23:22 03 | L01 D3 (Groth) | 14:19:28.0  52:40:41 2000 |  180 | i | 1.19 | 0.79 0.87  1127 |P 1 V Q|
964715 | 07BQ11 Jan 11 21:09:40 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  360 | z | 1.21 | 0.60 0.60  2129 |P 1 V Q|
964716 | 07BQ11 Jan 11 21:16:28 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  360 | z | 1.23 | 0.61 0.60  2200 |P 1 V Q|
964717 | 07BQ11 Jan 11 21:23:16 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  360 | z | 1.25 | 0.62 0.62  2322 |P 1 V Q|
964718 | 07BQ11 Jan 11 21:30:10 08 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  360 | z | 1.27 | 0.63 0.63  2288 |P 1 V Q|
964719 | 07BQ11 Jan 11 21:36:58 08 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  360 | z | 1.30 | 0.61 0.62  2307 |P 1 V Q|
964720 | 07BQ11 Jan 11 21:43:46 08 | L01 D1         |  2:25:59.0  -4:28:59 2000 |  360 | z | 1.32 | 0.68 0.67  2336 |P 1 V Q|
964721 | 07BQ11 Jan 11 21:50:36 08 | L01 D1         |  2:26:01.0  -4:30:59 2000 |  360 | z | 1.35 | 0.70 0.70  2439 |P 1 V Q|
964722 | 07BQ11 Jan 11 21:57:24 08 | L01 D1         |  2:26:00.7  -4:28:47 2000 |  360 | z | 1.38 | 0.69 0.69  2391 |P 1 V Q|
964723 | 07BQ11 Jan 11 22:04:13 08 | L01 D1         |  2:25:59.4  -4:31:11 2000 |  360 | z | 1.42 | 0.75 0.74  2380 |P 1 V Q|
964724 | 07BQ11 Jan 11 22:11:03 08 | L01 D1         |  2:25:58.8  -4:29:41 2000 |  360 | z | 1.45 | 0.73 0.71  2379 |P 1 V Q|
964802 | 07BQ11 Jan 12 04:16:22 08 | L01 D3         | 14:19:27.9  52:40:40 2000 |  520 | i | 1.52 | 0.89 0.91  2012 |P 1 V Q|
964803 | 07BQ11 Jan 12 04:25:51 08 | L01 D3         | 14:19:25.4  52:40:10 2000 |  520 | i | 1.48 | 0.85 0.87  1963 |P 1 V Q|
964804 | 07BQ11 Jan 12 04:35:19 08 | L01 D3         | 14:19:28.7  52:39:10 2000 |  520 | i | 1.45 | 0.96 0.98  1863 |P 1 V Q|
964805 | 07BQ11 Jan 12 04:44:47 08 | L01 D3         | 14:19:30.3  52:41:10 2000 |  520 | i | 1.41 | 0.94 0.96  1802 |P 1 V Q|
964806 | 07BQ11 Jan 12 04:54:16 08 | L01 D3         | 14:19:27.0  52:42:10 2000 |  520 | i | 1.39 | 1.11 1.13  1794 |P 1 V Q|
964807 | 07BQ11 Jan 12 05:03:45 08 | L01 D3         | 14:19:26.2  52:41:40 2000 |  520 | i | 1.36 | 1.08 1.11  1750 |P 1 V Q|
964808 | 07BQ11 Jan 12 05:13:13 08 | L01 D3         | 14:19:29.5  52:39:40 2000 |  520 | i | 1.33 | 1.04 1.06  1694 |P 1 V Q|
964809 | 07BQ11 Jan 12 05:20:18 08 | L01 D3         | 14:19:27.9  52:40:39 2000 |  300 | r | 1.31 | 1.16 1.18   500 |P 1 V Q|
964810 | 07BQ11 Jan 12 05:26:06 08 | L01 D3         | 14:19:25.4  52:40:10 2000 |  300 | r | 1.30 | 1.09 1.12   492 |P 1 V Q|
964811 | 07BQ11 Jan 12 05:31:55 08 | L01 D3         | 14:19:28.7  52:39:10 2000 |  300 | r | 1.29 | 1.01 1.02   489 |P 1 V Q|
964812 | 07BQ11 Jan 12 05:37:43 08 | L01 D3         | 14:19:30.3  52:41:10 2000 |  300 | r | 1.28 | 1.14 1.16   500 |P 1 V Q|
964813 | 07BQ11 Jan 12 05:43:32 08 | L01 D3         | 14:19:27.0  52:42:10 2000 |  300 | r | 1.27 | 1.06 1.07   514 |P 1 V Q|
964891 | 07BQ11 Jan 13 02:00:56 08 | L01 D2         | 10:00:28.6   2:12:22 2000 |  360 | i | 1.08 | 0.52 0.53   995 |P 1 V Q|
964892 | 07BQ11 Jan 13 02:07:44 08 | L01 D2         | 10:00:27.2   2:11:52 2000 |  360 | i | 1.08 | 0.51 0.53   959 |P 1 V Q|
964893 | 07BQ11 Jan 13 02:14:33 08 | L01 D2         | 10:00:29.2   2:10:52 2000 |  360 | i | 1.07 | 0.55 0.57   981 |P 1 V Q|
964894 | 07BQ11 Jan 13 02:21:21 08 | L01 D2         | 10:00:30.1   2:12:52 2000 |  360 | i | 1.06 | 0.61 0.63  1030 |P 1 V Q|
964895 | 07BQ11 Jan 13 02:28:09 08 | L01 D2         | 10:00:28.1   2:13:52 2000 |  360 | i | 1.06 | 0.60 0.62   986 |P 1 V Q|
964896 | 07BQ11 Jan 13 02:35:13 08 | L01 D2         | 10:00:28.6   2:12:22 2000 |  300 | r | 1.05 | 0.59 0.60   527 |P 1 V Q|
964897 | 07BQ11 Jan 13 02:41:01 08 | L01 D2         | 10:00:27.2   2:11:52 2000 |  300 | r | 1.05 | 0.59 0.60   539 |P 1 V Q|
964898 | 07BQ11 Jan 13 02:46:49 08 | L01 D2         | 10:00:29.2   2:10:52 2000 |  300 | r | 1.05 | 0.59 0.60   532 |P 1 V Q|
964899 | 07BQ11 Jan 13 02:52:37 08 | L01 D2         | 10:00:30.1   2:12:52 2000 |  300 | r | 1.05 | 0.69 0.71   512 |P 1 V Q|
964900 | 07BQ11 Jan 13 02:58:26 08 | L01 D2         | 10:00:28.1   2:13:52 2000 |  300 | r | 1.05 | 0.75 0.76   502 |P 1 V Q|
964901 | 07BQ11 Jan 13 03:04:19 08 | L01 D2         | 10:00:28.6   2:12:22 2000 |  225 | g | 1.05 | 0.74 0.76   325 |P 1 V Q|
964902 | 07BQ11 Jan 13 03:08:53 08 | L01 D2         | 10:00:27.2   2:11:52 2000 |  225 | g | 1.05 | 0.83 0.84   329 |P 1 V Q|
964903 | 07BQ11 Jan 13 03:13:26 08 | L01 D2         | 10:00:29.2   2:10:52 2000 |  225 | g | 1.05 | 0.73 0.75   335 |P 1 V Q|
964904 | 07BQ11 Jan 13 03:17:59 08 | L01 D2         | 10:00:30.1   2:12:52 2000 |  225 | g | 1.05 | 0.72 0.73   331 |P 1 V Q|
964905 | 07BQ11 Jan 13 03:22:38 08 | L01 D2         | 10:00:28.1   2:13:52 2000 |  225 | g | 1.06 | 0.75 0.77   332 |P 1 V Q|
965170 | 07BQ11 Jan 14 19:02:22 08 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  520 | i | 1.10 | 0.67 0.69  5175 |A 1 V Q|
965171 | 07BQ11 Jan 14 19:11:50 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  520 | i | 1.10 | 0.75 0.76  6277 |A 2 V Q|
965172 | 07BQ11 Jan 14 19:21:19 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  520 | i | 1.10 | 0.69 0.71  4901 |A 3 O Q|
965173 | 07BQ11 Jan 14 19:30:49 08 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  520 | i | 1.10 | 0.71 0.73  4186 |A 1 V Q|
965174 | 07BQ11 Jan 14 19:44:06 08 | L01 D1         |  2:25:59.5  -4:28:28 2000 |  520 | i | 1.10 | 0.66 0.67  3506 |A 4 O Q|
965175 | 07BQ11 Jan 14 19:53:36 08 | L01 D1         |  2:25:59.0  -4:28:59 2000 |  520 | i | 1.11 | 0.64 0.66  3362 |A 4 O Q|
965403 | 07BQ11 Jan 15 19:02:59 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  520 | i | 1.10 | 0.62 0.64 10421 |P 2 V Q|
965404 | 07BQ11 Jan 15 19:13:22 08 | L01 D1         |  2:25:59.5  -4:28:28 2000 |  520 | i | 1.10 | 0.63 0.64  6026 |P 1 V Q|
965405 | 07BQ11 Jan 15 19:22:50 08 | L01 D1         |  2:25:59.1  -4:28:59 2000 |  520 | i | 1.10 | 0.72 0.73  5125 |P 1 V Q|
965406 | 07BQ11 Jan 15 19:32:21 08 | L01 D1         |  2:26:01.1  -4:30:59 2000 |  520 | i | 1.10 | 0.68 0.69  4762 |P 1 V Q|
965407 | 07BQ11 Jan 15 19:39:24 08 | L01 D1         |  2:26:00.1  -4:29:59 2000 |  300 | r | 1.10 | 0.64 0.65  2658 |P 1 V Q|
965408 | 07BQ11 Jan 15 19:45:13 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  300 | r | 1.11 | 0.64 0.65  2578 |P 1 V Q|
965409 | 07BQ11 Jan 15 19:51:06 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  300 | r | 1.11 | 0.73 0.74  2539 |P 1 V Q|
965410 | 07BQ11 Jan 15 19:56:55 08 | L01 D1         |  2:26:01.6  -4:29:29 2000 |  300 | r | 1.12 | 0.66 0.67  2525 |P 1 V Q|
965411 | 07BQ11 Jan 15 20:02:45 08 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  300 | r | 1.12 | 0.72 0.73  2510 |P 1 V Q|
965412 | 07BQ11 Jan 15 20:10:54 08 | L01 D1         |  2:26:00.1  -4:29:59 2000 |  360 | z | 1.13 | 0.65 0.65  2088 |P 1 V Q|
965413 | 07BQ11 Jan 15 20:17:42 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  360 | z | 1.14 | 0.70 0.70  2075 |P 1 V Q|
965414 | 07BQ11 Jan 15 20:24:37 08 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  360 | z | 1.15 | 0.75 0.76  2156 |P 1 V Q|
965415 | 07BQ11 Jan 15 20:31:25 08 | L01 D1         |  2:26:01.6  -4:29:29 2000 |  360 | z | 1.16 | 0.72 0.73  2241 |P 1 V Q|
965416 | 07BQ11 Jan 15 20:38:15 08 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  360 | z | 1.18 | 0.71 0.72  2317 |P 1 V Q|
965417 | 07BQ11 Jan 15 20:45:07 08 | L01 D1         |  2:25:59.1  -4:28:59 2000 |  360 | z | 1.19 | 0.74 0.74  2329 |P 1 V Q|
965418 | 07BQ11 Jan 15 20:51:58 08 | L01 D1         |  2:26:01.1  -4:30:59 2000 |  360 | z | 1.21 | 0.79 0.80  2331 |P 1 V Q|
965419 | 07BQ11 Jan 15 20:58:46 08 | L01 D1         |  2:26:00.8  -4:28:47 2000 |  360 | z | 1.23 | 0.82 0.83  2358 |P 1 V Q|
965420 | 07BQ11 Jan 15 21:05:35 08 | L01 D1         |  2:25:59.4  -4:31:11 2000 |  360 | z | 1.25 | 0.79 0.81  2331 |P 1 V Q|
965421 | 07BQ11 Jan 15 21:12:24 08 | L01 D1         |  2:25:58.9  -4:29:41 2000 |  360 | z | 1.27 | 0.85 0.86  2385 |P 1 V Q|
965422 | 07BQ11 Jan 15 21:23:17 08 | L01 D1         |  2:26:00.1  -4:29:59 2000 |  520 | i | 1.29 | 0.83 0.86  4847 |P 1 V Q|
965423 | 07BQ11 Jan 15 21:32:46 08 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  520 | i | 1.33 | 0.74 0.75  5073 |P 1 V Q|
965424 | 07BQ11 Jan 15 21:42:19 08 | L01 D1         |  2:26:01.6  -4:29:29 2000 |  520 | i | 1.37 | 0.70 0.71  5244 |P 1 V Q|
965448 | 07BQ11 Jan 15 23:37:47 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  520 | i | 1.56 | 0.78 0.80  3872 |P 1 V Q|
965449 | 07BQ11 Jan 15 23:47:47 08 | L01 D2         | 10:00:27.2   2:11:49 2000 |  520 | i | 1.50 | 0.85 0.87  3564 |P 1 V Q|
965450 | 07BQ11 Jan 15 23:57:15 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  520 | i | 1.44 | 0.92 0.94  3312 |P 1 V Q|
965451 | 07BQ11 Jan 16 00:07:09 08 | L01 D2         | 10:00:30.1   2:12:49 2000 |  520 | i | 1.38 | 0.97 0.99  3052 |P 1 V Q|
965452 | 07BQ11 Jan 16 00:16:39 08 | L01 D2         | 10:00:28.1   2:13:49 2000 |  520 | i | 1.34 | 0.80 0.82  2945 |P 1 V Q|
965453 | 07BQ11 Jan 16 00:26:07 08 | L01 D2         | 10:00:27.6   2:13:20 2000 |  520 | i | 1.29 | 1.03 1.05  2912 |P 1 V Q|
965454 | 07BQ11 Jan 16 00:35:38 08 | L01 D2         | 10:00:29.6   2:11:20 2000 |  520 | i | 1.26 | 0.97 0.99  2777 |P 1 V Q|
965455 | 07BQ11 Jan 16 00:42:45 08 | L01 D2         | 10:00:28.6   2:12:19 2000 |  300 | r | 1.22 | 1.01 1.03  1052 |P 1 V Q|
965456 | 07BQ11 Jan 16 00:48:34 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  300 | r | 1.21 | 0.91 0.93   977 |P 1 V Q|
965457 | 07BQ11 Jan 16 00:54:22 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  300 | r | 1.19 | 0.91 0.93   901 |P 1 V Q|
965458 | 07BQ11 Jan 16 01:00:10 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  300 | r | 1.17 | 1.01 1.03   817 |P 1 V Q|
965459 | 07BQ11 Jan 16 01:05:58 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  300 | r | 1.16 | 1.14 1.16   721 |P 1 V Q|
965460 | 07BQ11 Jan 16 01:11:51 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  225 | g | 1.14 | 1.17 1.19   444 |P 1 V Q|
965461 | 07BQ11 Jan 16 01:16:25 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  225 | g | 1.13 | 1.09 1.11   392 |P 1 V Q|
965462 | 07BQ11 Jan 16 01:20:58 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  225 | g | 1.12 | 1.32 1.34   372 |P 2 V Q|
965463 | 07BQ11 Jan 16 01:25:32 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  225 | g | 1.12 | 1.36 1.38   348 |P 2 V Q|
965464 | 07BQ11 Jan 16 01:30:06 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  225 | g | 1.11 | 1.40 1.42   344 |P 3 O Q|
965465 | 07BQ11 Jan 16 01:38:18 08 | L01 D2         | 10:00:28.6   2:12:20 2000 |  360 | z | 1.10 | 0.86 0.88  1174 |P 1 V Q|
965466 | 07BQ11 Jan 16 01:45:07 08 | L01 D2         | 10:00:27.2   2:11:50 2000 |  360 | z | 1.09 | 0.86 0.88  1128 |P 1 V Q|
965467 | 07BQ11 Jan 16 01:51:55 08 | L01 D2         | 10:00:29.2   2:10:50 2000 |  360 | z | 1.08 | 0.85 0.86  1096 |P 1 V Q|
965468 | 07BQ11 Jan 16 01:58:43 08 | L01 D2         | 10:00:30.1   2:12:50 2000 |  360 | z | 1.07 | 0.77 0.79  1073 |P 1 V Q|
965469 | 07BQ11 Jan 16 02:05:32 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  360 | z | 1.07 | 0.80 0.82  1064 |P 1 V Q|
965470 | 07BQ11 Jan 16 02:12:20 08 | L01 D2         | 10:00:27.6   2:13:20 2000 |  360 | z | 1.06 | 0.76 0.78  1093 |P 1 V Q|
965471 | 07BQ11 Jan 16 02:19:08 08 | L01 D2         | 10:00:29.6   2:11:19 2000 |  360 | z | 1.06 | 0.79 0.81  1060 |P 1 V Q|
965472 | 07BQ11 Jan 16 02:25:56 08 | L01 D2         | 10:00:29.3   2:13:32 2000 |  360 | z | 1.05 | 0.81 0.82   968 |P 1 V Q|
965473 | 07BQ11 Jan 16 02:32:44 08 | L01 D2         | 10:00:28.0   2:11:07 2000 |  360 | z | 1.05 | 0.82 0.84   917 |P 1 V Q|
965474 | 07BQ11 Jan 16 02:39:33 08 | L01 D2         | 10:00:27.4   2:12:38 2000 |  360 | z | 1.05 | 0.79 0.80   873 |P 1 V Q|
965475 | 07BQ11 Jan 16 02:45:38 08 | L01 D2         | 10:00:28.1   2:13:50 2000 |  225 | g | 1.05 | 0.94 0.97   339 |P 1 V Q|
965506 | 07BQ11 Jan 16 04:20:06 08 | L01 D3         | 14:19:28.1  52:40:42 2000 |  360 | i | 1.43 | 0.68 0.70  1241 |P 1 V Q|
965507 | 07BQ11 Jan 16 04:27:04 08 | L01 D3         | 14:19:25.7  52:40:12 2000 |  360 | i | 1.41 | 0.67 0.69  1237 |P 1 V Q|
965508 | 07BQ11 Jan 16 04:33:52 08 | L01 D3         | 14:19:29.0  52:39:12 2000 |  360 | i | 1.39 | 0.70 0.73  1241 |P 1 V Q|
965509 | 07BQ11 Jan 16 04:40:41 08 | L01 D3         | 14:19:30.5  52:41:12 2000 |  360 | i | 1.37 | 0.67 0.69  1241 |P 1 V Q|
965510 | 07BQ11 Jan 16 04:48:01 08 | L01 D3         | 14:19:27.2  52:42:12 2000 |  360 | i | 1.35 | 0.65 0.67  1236 |P 1 V Q|
965511 | 07BQ11 Jan 16 04:56:59 08 | L01 D3         | 14:19:28.1  52:40:42 2000 |  300 | r | 1.33 | 0.77 0.79   525 |P 1 V Q|
965512 | 07BQ11 Jan 16 05:03:18 08 | L01 D3         | 14:19:25.7  52:40:12 2000 |  300 | r | 1.31 | 0.78 0.80   531 |P 1 V Q|
965513 | 07BQ11 Jan 16 05:09:06 08 | L01 D3         | 14:19:28.9  52:39:12 2000 |  300 | r | 1.30 | 0.83 0.86   533 |P 1 V Q|
965514 | 07BQ11 Jan 16 05:14:55 08 | L01 D3         | 14:19:30.5  52:41:12 2000 |  300 | r | 1.29 | 0.84 0.86   537 |P 1 V Q|
965515 | 07BQ11 Jan 16 05:20:43 08 | L01 D3         | 14:19:27.2  52:42:12 2000 |  300 | r | 1.28 | 0.88 0.90   532 |P 1 V Q|
967349 | 08AQ01 Feb 10 02:06:30 08 | L01 D2         | 10:00:28.4   2:12:19 2000 |  520 | i | 1.08 | 1.57 1.59  2707 |P 2 V D|
967350 | 08AQ01 Feb 10 02:16:06 08 | L01 D2         | 10:00:27.0   2:11:50 2000 |  520 | i | 1.09 | 1.63 1.65  2796 |P 2 V D|
967351 | 08AQ01 Feb 10 02:25:34 08 | L01 D2         | 10:00:29.0   2:10:50 2000 |  520 | i | 1.10 | 1.78 1.80  2629 |P 2 V D|
967352 | 08AQ01 Feb 10 02:35:04 08 | L01 D2         | 10:00:29.9   2:12:50 2000 |  520 | i | 1.12 | 1.94 1.96  2520 |P 3 O D|
967353 | 08AQ01 Feb 10 02:44:32 08 | L01 D2         | 10:00:27.9   2:13:50 2000 |  520 | i | 1.14 | 1.96 1.99  2460 |P 3 O D|
967354 | 08AQ01 Feb 10 02:54:03 08 | L01 D2         | 10:00:27.4   2:13:19 2000 |  520 | i | 1.16 | 1.94 1.98  2394 |A 3 O D|
967355 | 08AQ01 Feb 10 03:03:31 08 | L01 D2         | 10:00:29.4   2:11:20 2000 |  520 | i | 1.19 | 1.69 1.71  2448 |A 3 O D|
967356 | 08AQ01 Feb 10 03:13:01 08 | L01 D2         | 10:00:29.9   2:12:50 2000 |  520 | i | 1.21 | 1.36 1.38  2509 |A 2 V D|
967357 | 08AQ01 Feb 10 03:22:32 08 | L01 D2         | 10:00:27.9   2:13:49 2000 |  520 | i | 1.24 | 1.57 1.59  2694 |A 2 V D|
967358 | 08AQ01 Feb 10 03:32:00 08 | L01 D2         | 10:00:27.4   2:13:20 2000 |  520 | i | 1.28 | 1.80 1.82  2656 |A 3 O D|
967359 | 08AQ01 Feb 10 03:39:05 08 | L01 D2         | 10:00:28.4   2:12:19 2000 |  300 | r | 1.32 | 1.98 2.01   693 |A 3 O D|
967360 | 08AQ01 Feb 10 03:44:54 08 | L01 D2         | 10:00:27.0   2:11:50 2000 |  300 | r | 1.35 | 1.84 1.88   699 |A 3 O D|
967361 | 08AQ01 Feb 10 03:50:47 08 | L01 D2         | 10:00:29.0   2:10:50 2000 |  300 | r | 1.38 | 2.34 2.37   708 |A 3 O D|
967362 | 08AQ01 Feb 10 03:56:55 08 | L01 D2         | 10:00:29.9   2:12:50 2000 |  300 | r | 1.41 | 2.81 2.84   708 |A 3 O D|
967363 | 08AQ01 Feb 10 04:05:16 08 | L01 D2         | 10:00:27.9   2:13:49 2000 |  300 | r | 1.46 | 2.20 2.23   700 |A 3 O D|
967364 | 08AQ01 Feb 10 04:18:46 08 | L01 D3         | 14:19:28.0  52:40:43 2000 |  520 | i | 1.23 | 1.53 1.54  2148 |A 3 O D|
967365 | 08AQ01 Feb 10 04:28:19 08 | L01 D3         | 14:19:25.5  52:40:13 2000 |  520 | i | 1.22 | 1.37 1.39  2063 |A 2 V D|
967366 | 08AQ01 Feb 10 04:37:48 08 | L01 D3         | 14:19:28.8  52:39:13 2000 |  520 | i | 1.21 | 1.35 1.36  2087 |A 2 V D|
967367 | 08AQ01 Feb 10 04:47:16 08 | L01 D3         | 14:19:30.4  52:41:13 2000 |  520 | i | 1.20 | 1.29 1.31  2093 |A 2 V D|
967368 | 08AQ01 Feb 10 04:56:45 08 | L01 D3         | 14:19:27.1  52:42:13 2000 |  520 | i | 1.20 | 1.12 1.14  2119 |A 2 V D|
967369 | 08AQ01 Feb 10 05:06:13 08 | L01 D3         | 14:19:26.3  52:41:43 2000 |  520 | i | 1.19 | 1.16 1.18  2140 |A 2 V D|
967388 | 08AQ01 Feb 10 19:16:41 08 | L01 D1         |  2:26:00.1  -4:30:02 2000 |  520 | i | 1.22 | 1.66 1.68 11890 |P 3 O Q|
967389 | 08AQ01 Feb 10 19:26:45 08 | L01 D1         |  2:25:58.6  -4:30:32 2000 |  520 | i | 1.25 | 1.80 1.72  4097 |P 3 O Q|
967390 | 08AQ01 Feb 10 19:36:52 08 | L01 D1         |  2:26:00.6  -4:31:32 2000 |  520 | i | 1.28 | 2.06 1.91  3246 |P 3 O Q|
967433 | 08AQ01 Feb 10 21:58:37 08 | L01 D2         | 10:00:28.5   2:12:23 2000 |  520 | i | 1.54 | 1.29 1.31  2539 |P 2 V D|
967434 | 08AQ01 Feb 10 22:08:06 08 | L01 D2         | 10:00:27.0   2:11:52 2000 |  520 | i | 1.48 | 1.12 1.15  2424 |P 1 V D|
967435 | 08AQ01 Feb 10 22:17:37 08 | L01 D2         | 10:00:29.0   2:10:53 2000 |  520 | i | 1.42 | 1.28 1.29  2304 |P 2 V D|
967436 | 08AQ01 Feb 10 22:27:07 08 | L01 D2         | 10:00:30.0   2:12:53 2000 |  520 | i | 1.37 | 1.64 1.66  2381 |P 3 O D|
967437 | 08AQ01 Feb 10 22:36:35 08 | L01 D2         | 10:00:27.9   2:13:52 2000 |  520 | i | 1.33 | 1.24 1.25  2349 |P 1 V D|
967438 | 08AQ01 Feb 10 22:46:05 08 | L01 D2         | 10:00:27.5   2:13:23 2000 |  520 | i | 1.29 | 0.95 0.97  2203 |P 1 V D|
967439 | 08AQ01 Feb 10 22:55:35 08 | L01 D2         | 10:00:29.5   2:11:22 2000 |  520 | i | 1.25 | 0.95 0.97  2121 |P 1 V D|
967440 | 08AQ01 Feb 10 23:05:47 08 | L01 D2         | 10:00:30.0   2:12:53 2000 |  520 | i | 1.22 | 1.11 1.12  2040 |P 1 V D|
967441 | 08AQ01 Feb 10 23:12:51 08 | L01 D2         | 10:00:28.5   2:12:22 2000 |  300 | r | 1.19 | 1.20 1.22   650 |P 1 V D|
967442 | 08AQ01 Feb 10 23:18:39 08 | L01 D2         | 10:00:27.0   2:11:53 2000 |  300 | r | 1.17 | 1.35 1.37   649 |P 3 O D|
967443 | 08AQ01 Feb 10 23:24:33 08 | L01 D2         | 10:00:29.0   2:10:53 2000 |  300 | r | 1.16 | 1.19 1.21   659 |P 1 V D|
967445 | 08AQ01 Feb 11 19:16:21 08 | L01 D1         |  2:25:59.8  -4:30:02 2000 |  520 | i | 1.23 | 0.91 0.87 28749 |A 5 O Q|
967446 | 08AQ01 Feb 11 20:02:22 08 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  520 | i | 1.40 | 1.11 1.06 10751 |A 5 O Q|
967447 | 08AQ01 Feb 11 20:13:05 08 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  520 | i | 1.46 | 1.20 1.24 13636 |A 5 O Q|
967448 | 08AQ01 Feb 11 20:22:58 08 | L01 D1         |  2:26:00.4  -4:31:32 2000 |  520 | i | 1.52 | 1.33 1.29  6404 |A 3 O Q|
967449 | 08AQ01 Feb 11 20:32:50 08 | L01 D1         |  2:26:01.3  -4:29:32 2000 |  520 | i | 1.59 | 1.12 1.05  6795 |A 3 O Q|
967463 | 08AQ01 Feb 11 21:45:02 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  300 | r | 1.59 | 0.82 0.84  1355 |A 5 O D|
967464 | 08AQ01 Feb 11 21:51:17 08 | L01 D2         | 10:00:27.0   2:11:52 2000 |  300 | r | 1.54 | 0.81 0.83  1184 |A 5 O D|
967465 | 08AQ01 Feb 11 21:57:06 08 | L01 D2         | 10:00:29.0   2:10:53 2000 |  300 | r | 1.50 | 0.94 0.96  2218 |A 5 O D|
967466 | 08AQ01 Feb 11 23:55:20 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  300 | r | 1.09 | 0.76 0.78   868 |A 3 V D|
967467 | 08AQ01 Feb 12 00:01:09 08 | L01 D2         | 10:00:27.0   2:11:53 2000 |  300 | r | 1.08 | 0.69 0.72   859 |A 2 V D|
967468 | 08AQ01 Feb 12 00:06:57 08 | L01 D2         | 10:00:29.0   2:10:53 2000 |  300 | r | 1.08 | 0.78 0.80   861 |A 2 V D|
967469 | 08AQ01 Feb 12 00:12:46 08 | L01 D2         | 10:00:29.9   2:12:53 2000 |  300 | r | 1.07 | 0.89 0.92   900 |A 5 O D|
967470 | 08AQ01 Feb 12 00:32:02 08 | L01 D2         | 10:00:29.9   2:12:53 2000 |  300 | r | 1.06 | 0.75 0.77   790 |A 2 V D|
967471 | 08AQ01 Feb 12 00:37:51 08 | L01 D2         | 10:00:27.9   2:13:53 2000 |  300 | r | 1.05 | 0.74 0.77   799 |A 1 V D|
967472 | 08AQ01 Feb 12 00:43:39 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  300 | r | 1.05 | 0.84 0.86   807 |A 5 O D|
967473 | 08AQ01 Feb 12 00:52:02 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  225 | g | 1.05 | 0.74 0.77   465 |A 3 O D|
967474 | 08AQ01 Feb 12 00:56:36 08 | L01 D2         | 10:00:27.0   2:11:53 2000 |  225 | g | 1.05 | 0.92 0.94   467 |A 3 O D|
967475 | 08AQ01 Feb 12 01:01:09 08 | L01 D2         | 10:00:29.0   2:10:53 2000 |  225 | g | 1.05 | 0.90 0.92   457 |A 1 V D|
967476 | 08AQ01 Feb 12 01:05:42 08 | L01 D2         | 10:00:29.9   2:12:53 2000 |  225 | g | 1.05 | 0.83 0.85   459 |A 5 O D|
967477 | 08AQ01 Feb 12 01:10:15 08 | L01 D2         | 10:00:27.9   2:13:53 2000 |  225 | g | 1.05 | 0.73 0.75   461 |A 1 V D|
967478 | 08AQ01 Feb 12 01:15:00 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  225 | g | 1.05 | 0.90 0.91   453 |A 1 V D|
967479 | 08AQ01 Feb 12 01:19:33 08 | L01 D2         | 10:00:27.0   2:11:53 2000 |  225 | g | 1.05 | 0.93 0.95   463 |A 1 V D|
967480 | 08AQ01 Feb 12 01:24:11 08 | L01 D2         | 10:00:29.9   2:12:52 2000 |  225 | g | 1.06 | 0.99 1.01   461 |A 1 V D|
967481 | 08AQ01 Feb 12 01:32:19 08 | L01 D2         | 10:00:28.4   2:12:23 2000 |  360 | z | 1.06 | 0.82 0.83  2047 |A 1 V D|
